iteration,ser_time_ns,deser_time_ns,e2e_time_ns,message_size_bytes
185,52223.00,76343.00,108011.00,646
186,46098.00,76780.00,111273.00,646
187,56644.00,70648.00,123515.00,646
188,57030.00,64957.00,128781.00,646
189,48622.00,67619.00,115947.00,646
190,46800.00,82387.00,120550.00,646
191,45573.00,93075.00,141213.00,646
192,49606.00,67739.00,207581.00,646
193,55619.00,63445.00,123498.00,646
194,46879.00,58350.00,121724.00,646
195,47779.00,76072.00,129310.00,646
196,54042.00,95980.00,127973.00,646
197,47559.00,68990.00,127253.00,646
198,44648.00,55841.00,121662.00,646
199,58546.00,61218.00,166724.00,646
200,40699.00,69211.00,123787.00,646
201,58395.00,93170.00,98799.00,646
202,40108.00,60645.00,122539.00,646
203,45494.00,60295.00,111737.00,646
204,41566.00,55812.00,98576.00,646
205,81680.00,82516.00,149432.00,646
206,60722.00,72497.00,139017.00,646
207,59055.00,64839.00,110875.00,646
208,63269.00,55578.00,115449.00,646
209,42911.00,58101.00,120466.00,646
210,47853.00,79701.00,144891.00,646
211,59202.00,93809.00,112198.00,646
212,44196.00,56916.00,170761.00,646
213,54248.00,67645.00,142301.00,646
214,69858.00,110347.00,139480.00,646
215,51390.00,85232.00,111359.00,646
216,52493.00,83415.00,166884.00,646
217,43966.00,78889.00,137042.00,646
218,62526.00,64373.00,126372.00,646
219,45127.00,61569.00,102846.00,646
220,40719.00,69585.00,100518.00,646
221,38579.00,68008.00,187961.00,646
222,73342.00,64837.00,113064.00,646
223,42292.00,60311.00,108704.00,646
224,41038.00,61730.00,161629.00,646
225,48258.00,69103.00,112527.00,646
226,42127.00,65579.00,99727.00,646
227,45304.00,56550.00,97688.00,646
228,35235.00,50834.00,97219.00,646
229,35621.00,90337.00,99862.00,646
230,34943.00,136328.00,136129.00,646
231,42950.00,70994.00,104389.00,646
232,37016.00,58013.00,171096.00,646
233,64182.00,68097.00,114990.00,646
234,39416.00,61383.00,104370.00,646
235,44017.00,75453.00,106337.00,646
236,39267.00,66139.00,103504.00,646
237,41819.00,67881.00,109032.00,646
238,37895.00,85804.00,137667.00,646
239,95166.00,69313.00,97265.00,646
240,37766.00,68795.00,96694.00,646
241,38041.00,215382.00,99552.00,646
242,24346.00,31493.00,68466.00,646
243,23757.00,30652.00,119813.00,646
244,30142.00,36796.00,56768.00,646
245,22714.00,36300.00,54256.00,646
246,22963.00,41721.00,61571.00,646
247,22314.00,31856.00,57042.00,646
248,21802.00,32204.00,58346.00,646
249,43365.00,36970.00,55412.00,646
250,45717.00,107719.00,77802.00,646
251,37412.00,42304.00,53460.00,646
252,20781.00,29197.00,97918.00,646
253,33286.00,35452.00,57980.00,646
254,21667.00,53846.00,69892.00,646
255,25398.00,85513.00,64151.00,646
256,35264.00,58526.00,442709.00,646
257,52819.00,63026.00,80427.00,646
258,34654.00,39602.00,67809.00,646
259,24042.00,33408.00,55049.00,646
260,21261.00,52853.00,75037.00,646
261,21874.00,35746.00,53329.00,646
262,21121.00,31615.00,56708.00,646
263,25451.00,56443.00,72525.00,646
264,22663.00,32755.00,57511.00,646
265,22249.00,38965.00,58409.00,646
266,44378.00,38630.00,56400.00,646
267,21915.00,32571.00,56108.00,646
268,22127.00,31904.00,69080.00,646
269,21287.00,31871.00,218047.00,646
270,55657.00,52513.00,67973.00,646
271,19808.00,45024.00,51201.00,646
272,19323.00,31842.00,53261.00,646
273,19390.00,30533.00,51949.00,646
274,18768.00,60098.00,100432.00,646
275,26623.00,66581.00,53167.00,646
276,21044.00,34113.00,70648.00,646
277,24094.00,31878.00,59294.00,646
278,18954.00,29186.00,51085.00,646
279,18841.00,32710.00,50212.00,646
280,19040.00,33188.00,60257.00,646
281,19732.00,34380.00,49958.00,646
282,67751.00,41978.00,92076.00,646
283,26068.00,32080.00,54937.00,646
284,20320.00,30473.00,52808.00,646
285,33614.00,35061.00,55900.00,646
286,18245.00,31694.00,49660.00,646
287,17775.00,28286.00,49337.00,646
288,18342.00,28060.00,50461.00,646
289,18269.00,28672.00,46314.00,646
290,18226.00,32172.00,48625.00,646
291,35643.00,34018.00,47825.00,646
292,18298.00,29013.00,81426.00,646
293,16802.00,28687.00,47914.00,646
294,15807.00,28035.00,45196.00,646
295,22998.00,32797.00,47469.00,646
296,15918.00,32979.00,61739.00,646
297,22537.00,36028.00,56597.00,646
298,16031.00,29673.00,48074.00,646
299,15547.00,29964.00,48030.00,646
300,15707.00,47604.00,49216.00,646
301,15770.00,58520.00,54804.00,646
302,16969.00,29340.00,51512.00,646
303,17788.00,30356.00,64550.00,646
304,17042.00,35377.00,45911.00,646
305,15715.00,36280.00,43861.00,646
306,14670.00,32013.00,44822.00,646
307,36489.00,30280.00,47448.00,646
308,14569.00,28276.00,46354.00,646
309,15883.00,30120.00,42846.00,646
310,14007.00,32306.00,57296.00,646
311,59078.00,48089.00,54312.00,646
312,15991.00,29252.00,47436.00,646
313,15421.00,29104.00,48556.00,646
314,15555.00,29003.00,44101.00,646
315,14908.00,31759.00,43393.00,646
316,14643.00,32998.00,55007.00,646
317,16130.00,29855.00,48093.00,646
318,15294.00,43427.00,47267.00,646
319,14697.00,28235.00,44272.00,646
320,17116.00,94915.00,111393.00,646
321,19944.00,35725.00,47205.00,646
322,14543.00,29395.00,73893.00,646
323,15689.00,32453.00,45749.00,646
324,15555.00,29184.00,49716.00,646
325,15223.00,30936.00,51857.00,646
326,13774.00,29927.00,39710.00,646
327,12836.00,26206.00,42544.00,646
328,14533.00,27827.00,44595.00,646
329,13327.00,26463.00,41797.00,646
330,14100.00,30754.00,46980.00,646
331,12617.00,30553.00,38573.00,646
332,12145.00,26346.00,40987.00,646
333,12540.00,25946.00,43306.00,646
334,12178.00,26422.00,38488.00,646
335,12471.00,29416.00,38886.00,646
336,12136.00,31037.00,38223.00,646
337,12865.00,28750.00,44442.00,646
338,12958.00,25958.00,44401.00,646
339,29144.00,30128.00,39068.00,646
340,12554.00,29930.00,37658.00,646
341,11453.00,29124.00,72248.00,646
342,15096.00,28423.00,44462.00,646
343,14248.00,29362.00,56490.00,646
344,12550.00,27086.00,37677.00,646
345,11683.00,29916.00,41765.00,646
346,12241.00,30142.00,38378.00,646
347,13778.00,26202.00,53970.00,646
348,12182.00,26033.00,42904.00,646
349,28891.00,27467.00,38351.00,646
350,11127.00,31224.00,46333.00,646
351,12458.00,36632.00,37585.00,646
352,10734.00,25821.00,111123.00,646
353,53656.00,41128.00,48513.00,646
354,12067.00,26876.00,37792.00,646
355,13979.00,31322.00,38939.00,646
356,10988.00,29898.00,37776.00,646
357,10780.00,25360.00,39923.00,646
358,11163.00,25327.00,39680.00,646
359,28065.00,48544.00,209783.00,646
360,20554.00,109665.00,91746.00,646
361,17393.00,41062.00,43880.00,646
362,12005.00,31107.00,64879.00,646
363,26686.00,46801.00,49593.00,646
364,11334.00,32179.00,64096.00,646
365,16439.00,36250.00,41887.00,646
366,11526.00,33436.00,41905.00,646
367,11105.00,30902.00,45672.00,646
368,11893.00,30444.00,43255.00,646
369,11503.00,30135.00,41510.00,646
370,10687.00,33739.00,45238.00,646
371,57044.00,106347.00,45423.00,646
372,14859.00,35270.00,44373.00,646
373,11717.00,33480.00,45318.00,646
374,11906.00,30423.00,41914.00,646
375,11742.00,33431.00,40221.00,646
376,11282.00,31828.00,40447.00,646
377,11444.00,28456.00,43285.00,646
378,11895.00,29577.00,43646.00,646
379,11143.00,29512.00,74642.00,646
380,13615.00,35403.00,44682.00,646
381,11234.00,33228.00,41650.00,646
382,10839.00,30928.00,44629.00,646
383,12161.00,30784.00,41731.00,646
384,10775.00,29263.00,126115.00,646
385,14321.00,38875.00,41705.00,646
386,10721.00,32006.00,38957.00,646
387,10611.00,28947.00,44320.00,646
388,11309.00,29162.00,42161.00,646
389,215777.00,90677.00,58808.00,646
390,42473.00,42029.00,40166.00,646
391,10231.00,31757.00,42493.00,646
392,10735.00,31949.00,45162.00,646
393,11497.00,29588.00,42991.00,646
394,11089.00,33445.00,39655.00,646
395,10752.00,32760.00,40732.00,646
396,17465.00,34695.00,40075.00,646
397,10127.00,28985.00,43295.00,646
398,12858.00,30062.00,42296.00,646
399,10394.00,29111.00,42234.00,646
400,10333.00,35803.00,39927.00,646
401,20713.00,64286.00,80998.00,646
402,62245.00,58198.00,62344.00,646
403,14346.00,82189.00,76359.00,646
404,12010.00,34200.00,43687.00,646
405,25377.00,39096.00,43164.00,646
406,9878.00,35652.00,44243.00,646
407,9701.00,33823.00,46792.00,646
408,9953.00,32141.00,56513.00,646
409,18493.00,49652.00,68900.00,646
410,11628.00,40974.00,44593.00,646
411,28167.00,37882.00,48100.00,646
412,9497.00,33239.00,44577.00,646
413,9486.00,30044.00,43602.00,646
414,9225.00,31970.00,60260.00,646
415,9024.00,35369.00,38843.00,646
416,8601.00,35463.00,42122.00,646
417,8806.00,30765.00,59204.00,646
418,17813.00,37774.00,46665.00,646
419,9447.00,33212.00,38206.00,646
420,8585.00,34148.00,76506.00,646
421,10374.00,35802.00,38650.00,646
422,8736.00,29260.00,41380.00,646
423,17705.00,88180.00,57009.00,646
424,9575.00,33473.00,39331.00,646
425,8477.00,103825.00,63569.00,646
426,9519.00,38391.00,41056.00,646
427,8851.00,31721.00,43180.00,646
428,9016.00,32308.00,44472.00,646
429,8942.00,41491.00,38393.00,646
430,8116.00,32394.00,57776.00,646
431,12931.00,47265.00,41843.00,646
432,8882.00,31939.00,41138.00,646
433,8392.00,29483.00,39695.00,646
434,8468.00,29946.00,36162.00,646
435,8122.00,32881.00,38697.00,646
436,8408.00,31389.00,37527.00,646
437,9451.00,27557.00,39214.00,646
438,8673.00,27311.00,40430.00,646
439,8728.00,28301.00,35654.00,646
440,8223.00,32222.00,35981.00,646
441,8226.00,34098.00,36713.00,646
442,8609.00,28168.00,43118.00,646
443,8629.00,27696.00,39337.00,646
444,8645.00,28094.00,35773.00,646
445,8462.00,53437.00,53650.00,646
446,8623.00,35408.00,37378.00,646
447,8292.00,28796.00,44015.00,646
448,8364.00,50693.00,70944.00,646
449,9486.00,30616.00,38506.00,646
450,8277.00,32074.00,35886.00,646
451,10077.00,31363.00,35899.00,646
452,10375.00,27495.00,38564.00,646
453,8253.00,27773.00,38306.00,646
454,8152.00,26126.00,33738.00,646
455,7892.00,31422.00,35224.00,646
456,8082.00,48721.00,36047.00,646
457,7958.00,26809.00,41623.00,646
458,8137.00,26158.00,38253.00,646
459,8590.00,26359.00,33297.00,646
460,7808.00,30119.00,34070.00,646
461,7853.00,31692.00,68227.00,646
462,9317.00,27033.00,37088.00,646
463,8170.00,25217.00,38109.00,646
464,8151.00,28953.00,34377.00,646
465,7996.00,31047.00,35042.00,646
466,7992.00,30704.00,36217.00,646
467,8115.00,48974.00,39014.00,646
468,8461.00,25638.00,54390.00,646
469,9446.00,26928.00,71635.00,646
470,10943.00,36572.00,37789.00,646
471,8593.00,33438.00,66041.00,646
472,19885.00,64446.00,58330.00,646
473,9250.00,27305.00,40904.00,646
474,12502.00,33065.00,38547.00,646
475,8645.00,30765.00,36723.00,646
476,8630.00,43740.00,36018.00,646
477,8244.00,26220.00,38816.00,646
478,8447.00,26176.00,37827.00,646
479,8784.00,27413.00,53048.00,646
480,8984.00,29589.00,35951.00,646
481,8387.00,30256.00,33922.00,646
482,8221.00,25145.00,39880.00,646
483,8455.00,24570.00,36351.00,646
484,8459.00,24467.00,34936.00,646
485,8248.00,42309.00,35233.00,646
486,8146.00,28675.00,33712.00,646
487,8154.00,27211.00,44571.00,646
488,9154.00,27248.00,36490.00,646
489,8073.00,25075.00,32749.00,646
490,8082.00,27758.00,32470.00,646
491,8055.00,27806.00,36947.00,646
492,8197.00,64137.00,53520.00,646
493,8878.00,58872.00,72270.00,646
494,9939.00,27609.00,34604.00,646
495,8154.00,31706.00,35530.00,646
496,8751.00,31092.00,33979.00,646
497,8323.00,25069.00,38953.00,646
498,8405.00,26429.00,60122.00,646
499,8748.00,26462.00,32292.00,646
500,10044.00,29421.00,38838.00,646
501,8661.00,26938.00,31764.00,646
502,7893.00,23003.00,35420.00,646
503,8317.00,23215.00,33485.00,646
504,7985.00,38553.00,44220.00,646
505,8604.00,29803.00,32711.00,646
506,8229.00,29388.00,32959.00,646
507,8187.00,23726.00,36723.00,646
508,8168.00,32981.00,35804.00,646
509,8272.00,23013.00,33290.00,646
510,8354.00,27393.00,31131.00,646
511,8146.00,25710.00,30823.00,646
512,8162.00,22892.00,69305.00,646
513,8821.00,25559.00,35706.00,646
514,8229.00,32145.00,31600.00,646
515,7930.00,27272.00,36429.00,646
516,8365.00,30534.00,33095.00,646
517,8196.00,22950.00,32967.00,646
518,8102.00,24902.00,45456.00,646
519,27599.00,38141.00,36404.00,646
520,8123.00,32455.00,42276.00,646
521,8540.00,30075.00,33377.00,646
522,8073.00,33251.00,57052.00,646
523,14042.00,54697.00,49625.00,646
524,8425.00,26865.00,30533.00,646
525,7881.00,27151.00,35804.00,646
526,8132.00,24824.00,32508.00,646
527,8122.00,24269.00,34784.00,646
528,8157.00,24655.00,32571.00,646
529,8187.00,21621.00,38774.00,646
530,8830.00,26431.00,30309.00,646
531,7858.00,25571.00,29838.00,646
532,7829.00,21707.00,32175.00,646
533,9189.00,21814.00,32506.00,646
534,7956.00,21757.00,30067.00,646
535,7820.00,26364.00,30855.00,646
536,7770.00,23809.00,29452.00,646
537,7822.00,21310.00,32388.00,646
538,9933.00,35285.00,57426.00,646
539,16224.00,36804.00,53031.00,646
540,14191.00,105091.00,55247.00,646
541,14281.00,41685.00,48993.00,646
542,12564.00,35294.00,55383.00,646
543,48274.00,55900.00,72540.00,646
544,18208.00,56537.00,65445.00,646
545,15064.00,46446.00,51826.00,646
546,14574.00,47146.00,102196.00,646
547,22392.00,40431.00,64266.00,646
548,16284.00,52739.00,57472.00,646
549,17345.00,35178.00,49391.00,646
550,16397.00,43226.00,68606.00,646
551,19393.00,46207.00,52198.00,646
552,19333.00,35645.00,64593.00,646
553,19356.00,76102.00,77451.00,646
554,19264.00,36401.00,51334.00,646
555,18366.00,41737.00,57891.00,646
556,17683.00,43471.00,53438.00,646
557,15329.00,30522.00,61678.00,646
558,15348.00,31276.00,101423.00,646
559,19740.00,36700.00,56085.00,646
560,15453.00,39766.00,77528.00,646
561,18146.00,41182.00,49558.00,646
562,15730.00,33242.00,52418.00,646
563,15074.00,29470.00,56445.00,646
564,91929.00,67561.00,51043.00,646
565,15079.00,35220.00,43537.00,646
566,31892.00,43341.00,48541.00,646
567,15625.00,31876.00,53551.00,646
568,16777.00,31371.00,49667.00,646
569,15419.00,30916.00,46950.00,646
570,14667.00,34302.00,41512.00,646
571,12966.00,33434.00,43176.00,646
572,14231.00,28465.00,47583.00,646
573,14945.00,31047.00,54884.00,646
574,15428.00,31969.00,45411.00,646
575,15527.00,37867.00,47147.00,646
576,15591.00,66530.00,146755.00,646
577,22998.00,33997.00,52546.00,646
578,14905.00,30639.00,53860.00,646
579,15020.00,49336.00,51972.00,646
580,14402.00,36243.00,49238.00,646
581,14436.00,30385.00,38197.00,646
582,14060.00,30603.00,74061.00,646
583,15030.00,27324.00,44970.00,646
584,12857.00,28033.00,60123.00,646
585,14555.00,35707.00,44340.00,646
586,14554.00,33342.00,43736.00,646
587,14419.00,48518.00,51718.00,646
588,15232.00,54360.00,51171.00,646
589,13382.00,26462.00,45387.00,646
590,13972.00,57189.00,51798.00,646
591,17052.00,38914.00,49667.00,646
592,16534.00,34291.00,53039.00,646
593,15933.00,30808.00,48213.00,646
594,17342.00,58430.00,56019.00,646
595,16179.00,40940.00,74498.00,646
596,17789.00,38430.00,79147.00,646
597,17249.00,32417.00,57115.00,646
598,16664.00,45944.00,56530.00,646
599,17478.00,34848.00,48253.00,646
600,16599.00,37219.00,49089.00,646
601,26928.00,57821.00,66130.00,646
602,16633.00,55665.00,105804.00,646
603,20454.00,31009.00,50809.00,646
604,15216.00,30401.00,45927.00,646
605,15017.00,38075.00,46462.00,646
606,15994.00,36968.00,45090.00,646
607,14745.00,28562.00,66148.00,646
608,17618.00,29853.00,70734.00,646
609,16773.00,32626.00,43759.00,646
610,15093.00,64295.00,53483.00,646
611,15062.00,34868.00,47113.00,646
612,15427.00,33154.00,51888.00,646
613,16400.00,27894.00,50049.00,646
614,18232.00,31701.00,45110.00,646
615,17695.00,39282.00,86163.00,646
616,23217.00,45295.00,50168.00,646
617,16983.00,33403.00,56513.00,646
618,17563.00,39894.00,253505.00,646
619,31310.00,64724.00,71891.00,646
620,18885.00,61729.00,70745.00,646
621,16480.00,69931.00,69010.00,646
622,19229.00,45826.00,73503.00,646
623,18771.00,46670.00,92230.00,646
624,19006.00,90234.00,71498.00,646
625,17265.00,56961.00,64954.00,646
626,29468.00,69047.00,69082.00,646
627,14783.00,39798.00,57539.00,646
628,19172.00,49036.00,60431.00,646
629,15547.00,39430.00,56580.00,646
630,13749.00,47859.00,55300.00,646
631,15161.00,47844.00,56292.00,646
632,15087.00,39168.00,57740.00,646
633,14618.00,44239.00,59210.00,646
634,14666.00,40060.00,79897.00,646
635,14094.00,44798.00,54660.00,646
636,12739.00,45472.00,59931.00,646
637,15601.00,45095.00,61875.00,646
638,15411.00,44083.00,66057.00,646
639,15548.00,42735.00,102896.00,646
640,20070.00,55347.00,137581.00,646
641,23191.00,55669.00,58200.00,646
642,15119.00,48684.00,62595.00,646
643,15554.00,42782.00,61832.00,646
644,13984.00,41359.00,56198.00,646
645,13636.00,44451.00,57409.00,646
646,13849.00,48936.00,56425.00,646
647,15091.00,45206.00,63199.00,646
648,16150.00,43473.00,64745.00,646
649,15386.00,42218.00,56730.00,646
650,15234.00,48138.00,57268.00,646
651,14777.00,47903.00,53767.00,646
652,13713.00,40911.00,57479.00,646
653,14162.00,40454.00,59340.00,646
654,15555.00,39453.00,60886.00,646
655,14822.00,152704.00,108348.00,646
656,38014.00,448327.00,110221.00,646
657,22625.00,61190.00,63505.00,646
658,17946.00,32981.00,52269.00,646
659,16814.00,34924.00,44774.00,646
660,16753.00,33899.00,44313.00,646
661,15347.00,29025.00,39219.00,646
662,17894.00,25137.00,104705.00,646
663,17802.00,26968.00,56034.00,646
664,17217.00,28357.00,68007.00,646
665,12533.00,28672.00,36622.00,646
666,11656.00,118915.00,99697.00,646
667,44333.00,29355.00,46923.00,646
668,14367.00,23879.00,41606.00,646
669,13583.00,23625.00,36387.00,646
670,12891.00,28513.00,40082.00,646
671,14596.00,27314.00,37335.00,646
672,19749.00,26203.00,80436.00,646
673,22047.00,32421.00,43839.00,646
674,12971.00,24389.00,37303.00,646
675,14450.00,34741.00,25869.00,646
676,7221.00,104774.00,39769.00,646
677,7949.00,14469.00,24295.00,646
678,8081.00,15036.00,38442.00,646
679,13736.00,173428.00,77563.00,646
680,13645.00,20889.00,30213.00,646
681,10459.00,22327.00,26440.00,646
682,12420.00,23366.00,42121.00,646
683,13908.00,17416.00,24337.00,646
684,6954.00,18415.00,21599.00,646
685,7401.00,15950.00,21095.00,646
686,7076.00,15849.00,21468.00,646
687,7116.00,17249.00,23266.00,646
688,7171.00,14849.00,23121.00,646
689,7286.00,14276.00,20859.00,646
690,7028.00,15686.00,20890.00,646
691,7240.00,16201.00,22521.00,646
692,7330.00,13910.00,24150.00,646
693,8348.00,13938.00,23110.00,646
694,7272.00,14211.00,21224.00,646
695,7227.00,16121.00,20889.00,646
696,8720.00,16797.00,20928.00,646
697,70734.00,76374.00,38742.00,646
698,8155.00,15001.00,27143.00,646
699,7557.00,51539.00,37473.00,646
700,15352.00,25177.00,24770.00,646
701,7478.00,17850.00,27575.00,646
702,7609.00,14735.00,25212.00,646
703,7513.00,14645.00,24141.00,646
704,7860.00,16075.00,22070.00,646
705,9418.00,16564.00,22050.00,646
706,7454.00,16411.00,21806.00,646
707,27747.00,23507.00,28557.00,646
708,8076.00,15032.00,24078.00,646
709,7732.00,14946.00,21930.00,646
710,7750.00,17387.00,22319.00,646
711,7522.00,16201.00,22106.00,646
712,7469.00,14538.00,23799.00,646
713,7523.00,16309.00,24342.00,646
714,7526.00,15819.00,23083.00,646
715,7537.00,16293.00,23262.00,646
716,7554.00,17472.00,22030.00,646
717,7638.00,16692.00,27010.00,646
718,8080.00,14593.00,24657.00,646
719,6619.00,13126.00,19665.00,646
720,6734.00,14631.00,19686.00,646
721,6636.00,14521.00,19663.00,646
722,6593.00,12976.00,21018.00,646
723,6599.00,12975.00,21116.00,646
724,6610.00,15222.00,19826.00,646
725,6757.00,14734.00,20363.00,646
726,7846.00,14704.00,19998.00,646
727,6658.00,13871.00,21467.00,646
728,6670.00,12885.00,21162.00,646
729,7946.00,13055.00,19417.00,646
730,11986.00,14902.00,22496.00,646
731,7234.00,15883.00,33525.00,646
