iteration,ser_time_ns,deser_time_ns,e2e_time_ns,message_size_bytes
605,14000.00,31270.00,51271.00,649
606,10448.00,21715.00,25852.00,649
607,8281.00,16995.00,62583.00,649
608,17535.00,30669.00,58252.00,649
609,16588.00,31974.00,50504.00,649
610,16855.00,38096.00,49754.00,649
611,14056.00,97610.00,96166.00,649
612,14783.00,48341.00,53815.00,649
613,14488.00,47847.00,47395.00,649
614,13875.00,26859.00,42472.00,649
615,14283.00,32527.00,42691.00,649
616,15712.00,29961.00,46453.00,649
617,17902.00,47673.00,49073.00,649
618,15417.00,26741.00,47617.00,649
619,15701.00,27626.00,42394.00,649
620,15673.00,38578.00,71653.00,649
621,47048.00,47224.00,57423.00,649
622,16190.00,27953.00,50645.00,649
623,19597.00,29063.00,51389.00,649
624,15995.00,31613.00,43366.00,649
625,15914.00,33470.00,43381.00,649
626,14642.00,34858.00,44764.00,649
627,14720.00,28224.00,49254.00,649
628,15539.00,31464.00,51625.00,649
629,17075.00,29790.00,107179.00,649
630,19638.00,39765.00,41337.00,649
631,14114.00,30011.00,40537.00,649
632,13693.00,24818.00,46222.00,649
633,14717.00,27798.00,45340.00,649
634,13936.00,27617.00,63065.00,649
635,15958.00,31958.00,38907.00,649
636,13033.00,30836.00,40871.00,649
637,14374.00,24748.00,42996.00,649
638,14320.00,50077.00,45020.00,649
639,15078.00,25128.00,37920.00,649
640,13902.00,28272.00,96893.00,649
641,17260.00,37308.00,41425.00,649
642,14619.00,26363.00,45166.00,649
643,14660.00,26322.00,46477.00,649
644,15238.00,26422.00,41066.00,649
645,25267.00,35168.00,40521.00,649
646,14899.00,45094.00,43919.00,649
647,15220.00,26825.00,42986.00,649
648,13484.00,23106.00,46400.00,649
649,13752.00,61999.00,43893.00,649
650,40992.00,39900.00,43928.00,649
651,14734.00,30581.00,58468.00,649
652,16800.00,26762.00,45747.00,649
653,37154.00,27542.00,48074.00,649
654,13190.00,25598.00,45852.00,649
655,12866.00,30949.00,37424.00,649
656,41012.00,35019.00,37180.00,649
657,14308.00,25231.00,43444.00,649
658,14864.00,26138.00,41725.00,649
659,11025.00,30923.00,40171.00,649
660,12437.00,27489.00,37717.00,649
661,12996.00,28100.00,40083.00,649
662,13802.00,43790.00,44120.00,649
663,12549.00,22749.00,42006.00,649
664,12899.00,29675.00,51321.00,649
665,13480.00,30601.00,38322.00,649
666,15711.00,28062.00,89138.00,649
667,20847.00,28844.00,39141.00,649
668,13041.00,25035.00,50412.00,649
669,13809.00,31290.00,42629.00,649
670,13793.00,33498.00,73976.00,649
671,19536.00,37566.00,41557.00,649
672,564823.00,291963.00,155247.00,649
673,24611.00,35555.00,59899.00,649
674,82484.00,1317043.00,417983.00,649
675,32529.00,59311.00,177298.00,649
676,25472.00,42444.00,40476.00,649
677,13097.00,99759.00,62334.00,649
678,14640.00,25785.00,123650.00,649
679,38113.00,75158.00,71059.00,649
680,69206.00,129982.00,55872.00,649
681,13342.00,32423.00,37281.00,649
682,12097.00,24244.00,41234.00,649
683,13959.00,25001.00,41252.00,649
684,12603.00,23946.00,36026.00,649
685,11936.00,28727.00,39931.00,649
686,12104.00,27692.00,35194.00,649
687,11532.00,25918.00,39465.00,649
688,11734.00,23183.00,38160.00,649
689,11676.00,23178.00,33808.00,649
690,11295.00,27486.00,36399.00,649
691,11476.00,29271.00,36376.00,649
692,11056.00,22337.00,42696.00,649
693,12031.00,23618.00,38653.00,649
694,11700.00,23401.00,34360.00,649
695,11521.00,27276.00,35348.00,649
696,11723.00,29166.00,35324.00,649
697,13708.00,24792.00,111147.00,649
698,46739.00,29529.00,71488.00,649
699,14595.00,23036.00,72370.00,649
700,17593.00,35505.00,37672.00,649
701,12087.00,27886.00,53613.00,649
702,12845.00,24519.00,60498.00,649
703,17094.00,24964.00,42452.00,649
704,13483.00,25313.00,70400.00,649
705,15824.00,30874.00,34439.00,649
706,39309.00,36055.00,51004.00,649
707,11447.00,21752.00,36529.00,649
708,10841.00,22062.00,36601.00,649
709,10951.00,27537.00,30406.00,649
710,10558.00,24840.00,31604.00,649
711,10228.00,25192.00,31049.00,649
712,11028.00,36395.00,36766.00,649
713,10911.00,20749.00,34605.00,649
714,10267.00,22354.00,32580.00,649
715,12184.00,24217.00,31782.00,649
716,10875.00,24437.00,30394.00,649
717,11145.00,24355.00,37527.00,649
718,10349.00,22376.00,84753.00,649
719,18851.00,31830.00,34075.00,649
720,12459.00,29187.00,31877.00,649
721,10760.00,46231.00,42381.00,649
722,14161.00,21630.00,41905.00,649
723,11385.00,21123.00,37699.00,649
724,10678.00,21590.00,32438.00,649
